注文番号,商品コード,商品名,数量,種別,適用サイズ_実績,適用サイズ_予測,総数量,充填率,lx,ly,lz
75,150649400,たっぷり入るコンパクトショルダー (軽量)ブラックなし,1,機械学習（80->60）,80サイズ,60サイズ,2,1.514261,300,270,85
76,152959202,ゴムがのびる・美人見えレースサンダルグレーS,1,機械学習（80->60）,80サイズ,60サイズ,3,1.499034,320,285,80
76,22919,美容液ﾄﾘｰﾄﾒﾝﾄEX詰替え用,2,機械学習（80->60）,80サイズ,60サイズ,3,1.499034,220,100,70
77,540178204,ちょっとおでかけエプロンドレスモカブラウンL,1,機械学習（80->60）,80サイズ,60サイズ,3,1.451069,360,310,30
77,540179304,ちょっとおでかけエプロンドレスチャコールグレーL,2,機械学習（80->60）,80サイズ,60サイズ,3,1.451069,360,310,30
78,151164204,UV美肌シアーパーカーオフホワイトL,1,機械学習（80->60）,80サイズ,60サイズ,5,1.286704,310,250,30
78,32675,30日 ｷﾞｬﾊﾞ(GABA),3,機械学習（80->60）,80サイズ,60サイズ,5,1.286704,169,100,9
78,535070359,ソフトモールドブラスモーキーピンクC80,1,機械学習（80->60）,80サイズ,60サイズ,5,1.286704,350,250,70
80,22989,ｱﾌﾀｰﾊﾞｽﾍｱｾﾗﾑ,2,機械学習（80->60）,80サイズ,60サイズ,5,0.997444,179,49,49
80,70056,ｺﾗｰｹﾞﾝﾊﾟｳﾀﾞｰ,3,機械学習（80->60）,80サイズ,60サイズ,5,0.997444,212,198,48
81,153189405,速乾アクアブリーズ・フレアカットソーブラックLL,4,機械学習（80->60）,80サイズ,60サイズ,4,0.997285,390,295,15
82,539000603,やわらかルームウエア上下セット・7分袖 (速乾)ピンク系M,1,機械学習（80->60）,80サイズ,60サイズ,3,0.970847,340,280,30
82,539000603,やわらかルームウエア上下セット・7分袖 (速乾)ピンク系M,1,機械学習（80->60）,80サイズ,60サイズ,3,0.970847,340,280,30
82,540708800,持ち歩ける氷のう (保冷ケース付き)グレー系なし,1,機械学習（80->60）,80サイズ,60サイズ,3,0.970847,120,120,70
83,153087205,クレープジャージーワンピースベージュLL,2,機械学習（80->60）,80サイズ,60サイズ,2,0.958928,450,295,25
84,22434,薬用Qｸｲｯｸｼﾞｪﾙ　ﾓｲｽﾄ&ﾎﾜｲﾄﾆﾝｸﾞ,1,機械学習（80->60）,80サイズ,60サイズ,5,0.954053,73,73,57
84,22918,美容液ｼｬﾝﾌﾟｰEX詰替え用,2,機械学習（80->60）,80サイズ,60サイズ,5,0.954053,230,100,70
84,22919,美容液ﾄﾘｰﾄﾒﾝﾄEX詰替え用,2,機械学習（80->60）,80サイズ,60サイズ,5,0.954053,220,100,70
86,153305323,軽やかシャーリングスカートブルー9号,1,機械学習（80->60）,80サイズ,60サイズ,2,0.923749,520,370,25
86,539325103,速く乾くノンワイヤーブラサックスM,1,機械学習（80->60）,80サイズ,60サイズ,2,0.923749,360,220,20
88,149687203,ふっくら軽いジップアップコーディガンベージュM,1,機械学習（80->60）,80サイズ,60サイズ,3,0.880052,445,330,40
88,538937234,ぬげない綿混フットカバー (深ばき)ベージュ23-25cm,1,機械学習（80->60）,80サイズ,60サイズ,3,0.880052,206,88,6
88,538937234,ぬげない綿混フットカバー (深ばき)ベージュ23-25cm,1,機械学習（80->60）,80サイズ,60サイズ,3,0.880052,206,88,6
89,152949994,こんなの欲しい・ヨコ伸びサンダルシャンパン24.0cm,1,機械学習（80->60）,80サイズ,60サイズ,3,0.810086,275,190,93
89,23117,ﾓｰﾆﾝｸﾞﾌｪｰｽｳｫｯｼｭ（詰め替え用）,2,機械学習（80->60）,80サイズ,60サイズ,3,0.810086,170,110,20
90,1,ｵﾘｰﾌﾞﾊﾞｰｼﾞﾝｵｲﾙ,2,機械学習（80->60）,80サイズ,60サイズ,5,0.609361,115,37,37
90,151023600,クールタオルガーゼ・ミニマフラーグリーン系なし,1,機械学習（80->60）,80サイズ,60サイズ,5,0.609361,190,180,10
90,540579403,遮熱インナー・長袖 (指穴付き)ブラックM,1,機械学習（80->60）,80サイズ,60サイズ,5,0.609361,270,250,10
90,540680603,さらさらルームパンツ・7分丈ピンク系M,1,機械学習（80->60）,80サイズ,60サイズ,5,0.609361,370,260,30
91,153215623,ソフトダブルガーゼ・半袖マチ付きスキッパーシャツブルーストライプ9号,1,機械学習（80->60）,80サイズ,60サイズ,3,0.565228,450,295,15
91,540653700,コンパクトダブルボディローラーミント系なし,1,機械学習（80->60）,80サイズ,60サイズ,3,0.565228,300,53,53
91,540739400,時短速乾・ヘアブラシブラックなし,1,機械学習（80->60）,80サイズ,60サイズ,3,0.565228,285,86,44
92,153279424,涼やかパンツ・ギャザーワイドブラック11号,1,機械学習（80->60）,80サイズ,60サイズ,1,0.505649,400,350,25
93,147533422,ユースフル・綿サテン9分丈パンツグリーン7号,1,機械学習（100->80）,100サイズ,80サイズ,3,1.383495,400,295,35
93,539000603,やわらかルームウエア上下セット・7分袖 (速乾)ピンク系M,1,機械学習（100->80）,100サイズ,80サイズ,3,1.383495,340,280,30
93,540710600,座ったままワンツーステッパーピンク系なし,1,機械学習（100->80）,100サイズ,80サイズ,3,1.383495,310,280,155
94,70088,ﾌﾟﾛﾃｨﾝﾀﾞｲｴｯﾄﾌﾚｰｸ,3,機械学習（100->80）,100サイズ,80サイズ,3,1.358147,294,182,125
95,144690300,7つの仕切り付きトート (A4サイズ)スモーキーピンクなし,1,機械学習（100->80）,100サイズ,80サイズ,3,1.161813,450,380,45
95,152335400,ソフトダブルガーゼ・やさしいハットネイビーなし,1,機械学習（100->80）,100サイズ,80サイズ,3,1.161813,400,295,80
95,22396,ｱｲﾌﾞﾛｰﾊﾟｰﾌｪｸﾄﾌﾟﾛ　(ﾊﾟｳﾀﾞｰ) EBPN04,1,機械学習（100->80）,100サイズ,80サイズ,3,1.161813,85,27,13
96,151119104,涼美コット・フレアカットソーライトグレーL,1,機械学習（100->80）,100サイズ,80サイズ,3,1.12742,400,295,20
96,540653700,コンパクトダブルボディローラーミント系なし,1,機械学習（100->80）,100サイズ,80サイズ,3,1.12742,300,53,53
96,540710600,座ったままワンツーステッパーピンク系なし,1,機械学習（100->80）,100サイズ,80サイズ,3,1.12742,310,280,155
98,152549400,旅行に便利・肩にやさしい2WAYボストンブラックなし,1,機械学習（100->80）,100サイズ,80サイズ,2,0.954909,610,440,50
98,539347800,つめたッアームカバーグレージュなし,1,機械学習（100->80）,100サイズ,80サイズ,2,0.954909,215,160,20
100,32740,ﾌﾟﾛﾃｨﾝﾀﾞｲｴｯﾄｽﾑｰｼﾞｰ,1,機械学習（100->80）,100サイズ,80サイズ,2,0.661283,190,153,106
100,70088,ﾌﾟﾛﾃｨﾝﾀﾞｲｴｯﾄﾌﾚｰｸ,1,機械学習（100->80）,100サイズ,80サイズ,2,0.661283,294,182,125
